7FCC1AF7,755604E5,0.9777043
0FE87F32,755604E5,0.99851793
7FF11E4C,755604E5,0.99851483
7D3FBDD1,755604E5,0.77486086
755604E5,755604E5,0.99851793
754E42F4,755604E5,0.99851793
85B4BF88,755604E5,0.77901936
837D50D6,837D50D6,0.83046794
7FD80D18,7FD80D18,0.8038037
7EAC2FB2,7EAC2FB2,0.10380861
17952916,1962C022,0.7333967
1962C022,1962C022,0.57748526
77D923EF,77D923EF,0.97769076
81D1C280,77D923EF,0.9975942
7984E4DF,8622559E,0.95564175
862F32EF,8622559E,0.99851793
75CF6859,7CA859C4,0.98303926
7F2F4E85,7CA859C4,0.97644174
7663C096,7CA859C4,0.7986819
7CA859C4,7CA859C4,0.77901936
171AAE0C,7CA859C4,0.97769177
00E6A820,7CA859C4,0.9784258
7F9734BE,7CA859C4,0.6316336
73AC484D,7CA859C4,0.9774892
6458FEDE,7CA859C4,0.9985159
534F0E8C,7CA859C4,0.0069519705
75B7035B,7CA859C4,0.99851793
5A2384E5,7CA859C4,0.082706854
73F0593A,7CA859C4,0.99808574
7B38BF4E,7CA859C4,0.97769165
7F9B3AE6,7CA859C4,0.9497179
549F2DD4,7CA859C4,0.4639065
8310D781,7ECA2B1E,0.3210912
7A18C672,7ECA2B1E,0.046012927
7B243211,7ECA2B1E,0.13085715
7F4BEDCD,7ECA2B1E,0.07677636
86092560,7ECA2B1E,0.90673655
76C483ED,7ECA2B1E,0.7719517
85545573,7ECA2B1E,0.4902172
7E527ACF,7ECA2B1E,0.97299093
7D750834,7780094F,0.7483981
7780094F,7780094F,0.9776683
7F6E2DB9,862A7975,0.73426586
862A7975,862A7975,0.99851006
76F93A7B,7D28BC80,0.6139646
82F43953,7D28BC80,0.9982534
80821BF4,78B044B7,0.99828523
7ECB5C6F,78B044B7,0.9967198
7E8C5488,78B044B7,0.006918513
76E1ED1D,78B044B7,0.0069391243
5899BBFE,78B044B7,0.4799359
7FDE3B74,7D8A3FE1,0.83046794
7999E714,80A531DC,0.95738703
7D24DB0C,80A531DC,0.83046794
80A531DC,80A531DC,0.013775152
7FEF1164,834B1812,0.4050028
834B1812,834B1812,0.0069185463
7F77B234,834B1812,0.9771269
7C1E8F1E,834B1812,0.006920204
7C785A81,834B1812,0.7947976
7DDBB4AA,7DDBB4AA,0.99742436
7F2AFA2D,7DDBB4AA,0.24673855
02944DA3,7DDBB4AA,0.7483981
7DCFDC54,7FF9FC6D,0.76345336
7AE270DF,7AE270DF,0.9790471
80B473E9,7AE270DF,0.95885456
7FD9741E,7AE270DF,0.006918506
856A3806,77D9AC89,0.32538438
77D9AC89,77D9AC89,0.00691851
72DB8045,77D9AC89,0.006918506
8180CEAC,77D9AC89,0.006918506
70B03958,77D9AC89,0.08306251
83753576,77D9AC89,0.006918506
7A47CE3B,77D9AC89,0.00699296
7E9E434C,77D9AC89,0.007420849
753709E6,77D9AC89,0.006918506
7DF1596F,77D9AC89,0.006918506
7D9D7CE9,77D9AC89,0.006918506
78482BB0,77D9AC89,0.006918506
75F06BA7,77D9AC89,0.006918506
303E45B4,77D9AC89,0.006918506
7B76DC9E,77D9AC89,0.006918506
7E1013E7,77D9AC89,0.082704544
6DAF321E,77D9AC89,0.08270574
80711A65,77D9AC89,0.006918506
7CBAFFDA,77D9AC89,0.34094334
84A8A53D,77D9AC89,0.3876286
61A752F6,77D9AC89,0.9180996
7FC3C32C,77D9AC89,0.006918506
7DA74423,77D9AC89,0.84413844
8159B203,77D9AC89,0.38754842
7F90C306,77D9AC89,0.08270574
71EFABA2,77D9AC89,0.9506495
786DEFA0,77D9AC89,0.006918506
7F90EE6D,77D9AC89,0.006918506
7D2AF35D,77D9AC89,0.006918506
7EC998D0,77D9AC89,0.006918506
10418434,77D9AC89,0.006918506
79F096D5,77D9AC89,0.006918506
76653DD3,77D9AC89,0.006918506
83A3BB2B,77D9AC89,0.006918506
717A2972,77D9AC89,0.006918506
7CA899CA,77D9AC89,0.08270574
7A3C3E83,77D9AC89,0.38709012
801A06CD,77D9AC89,0.006918506
58C7A1E0,77D9AC89,0.0069578
30547820,77D9AC89,0.006918506
030D0894,77D9AC89,0.08265015
52AE7A59,77D9AC89,0.006918506
78184A72,77D9AC89,0.3876291
6D02B40A,77D9AC89,0.006918506
84DF6A12,77D9AC89,0.006918506
2BD77DF6,77D9AC89,0.006918506
7D6ECBB9,77D9AC89,0.9966834
05072CD8,77D9AC89,0.006918506
79E344EC,77D9AC89,0.006918506
7DCFFC3B,77D9AC89,0.3876286
742E6864,77D9AC89,0.0069185197
781CA49D,77D9AC89,0.08270574
72385773,77D9AC89,0.99851793
75C11F27,7DACC024,0.99851793
79DFB6C0,7DACC024,0.97769076
76ECB162,81471D76,0.08270581
55A38644,81471D76,0.978161
7BA429F5,81471D76,0.0069274795
018E65D1,81471D76,0.006920204
7288E68D,81471D76,0.99851793
01A53063,81471D76,0.4050028
81471D76,81471D76,0.98708135
13A4DC3A,81471D76,0.93017703
74F9786C,81471D76,0.97769076
7CC135D5,81471D76,0.9776912
179BDFEE,7E7FD08C,0.9769818
803899B8,7E7FD08C,0.97769064
80130B59,7E7FD08C,0.0069319424
80F84BDD,7E7FD08C,0.9935088
853B2531,7E7FD08C,0.013775152
7A0D68D1,7E7FD08C,0.97769076
77C635D9,7E7FD08C,0.1649803
1940715F,7E7FD08C,0.4050028
7E7FD08C,7E7FD08C,0.9776905
7E4E9069,7E7FD08C,0.10554215
78124E98,71DB4571,0.0069342894
7E2DAD6E,71DB4571,0.99810874
805D6BB3,71DB4571,0.9769116
7F92B6B0,71DB4571,0.97769076
857922D8,71DB4571,0.7281011
78DA3A53,85BC61B7,0.4050028
7F253F3D,7F253F3D,0.98919547
7D69DE07,7F253F3D,0.92253613
7D06D774,75A70603,0.9946584
7B619AB3,75A70603,0.9982895
7E089058,75A70603,0.06849547
7A226B59,75A70603,0.9984913
7E6323AC,75A70603,0.08270527
80964267,75A70603,0.9985178
824CECF9,75A70603,0.006918506
6DFDD13B,75A70603,0.009806413
7B65D10A,75A70603,0.08270577
747C2B09,75A70603,0.006918506
7E3A437F,75A70603,0.9971724
84257F14,75A70603,0.92253613
7E5F899E,75A70603,0.00705074
71381530,75A70603,0.006918506
10EA02C6,75A70603,0.9181005
7D5C68D1,75A70603,0.4050028
7D6E6252,7F6AEF16,0.4050028
7F6AEF16,7F6AEF16,0.4050028
8005C253,7F6AEF16,0.8310237
61C2986A,15D935BC,0.9753331
83DC6CF6,15D935BC,0.4050028
7E8C1FF0,7E8C1FF0,0.83130765
7ECCDB6E,7ECCDB6E,0.998517
7DAD2670,7E4A4DFF,0.006918628
7F1B4AC0,7E4A4DFF,0.006918506
7EB5AAB3,7E4A4DFF,0.006918506
7D04E2D8,7E4A4DFF,0.006918506
80B03B70,7E4A4DFF,0.97769076
857C0507,7E4A4DFF,0.006918506
863A8971,7E4A4DFF,0.32539046
7E4A4DFF,7E4A4DFF,0.0069193654
78CF2F7C,7E4A4DFF,0.9180996
8339E2FD,7E4A4DFF,0.05215957
7F45DF6B,7E4A4DFF,0.007643349
7D6302B9,7E4A4DFF,0.006918506
7951E6F1,7E4A4DFF,0.0069279154
7DA954D1,7E4A4DFF,0.9180996
7E20CF82,7E4A4DFF,0.006918506
66658DA2,7E4A4DFF,0.006918506
7F478FA8,7E4A4DFF,0.006918506
8096FB26,7E4A4DFF,0.109827384
7C7553AE,7E4A4DFF,0.006918506
7EF2B29C,7E4A4DFF,0.08270815
7ED66A91,7E4A4DFF,0.99851793
080FCB38,790BF0D9,0.7263659
790BF0D9,790BF0D9,0.4799359
7EC3A7E3,7FFCA4D2,0.9899212
7CB050B9,7FFCA4D2,0.7483981
85EBA22B,85EBA22B,0.4050028
7B016350,7B016350,0.976038
81472542,7B016350,0.99851793
5DD8377C,862508CE,0.9983475
81254759,862508CE,0.4050028
862508CC,862508CC,0.9985177
7FE731AE,7D2F642F,0.99851495
8092C6CF,7D2F642F,0.97755027
7E71DF87,7D2F642F,0.99841154
813A43C0,7D2F642F,0.99851793
808C7355,7D2F642F,0.006947067
812AA048,7D2F642F,0.9985178
808DC9B5,7D2F642F,0.99851793
813D8219,7D2F642F,0.9776904
803C5E36,7D2F642F,0.99851793
79100A24,7D2F642F,0.9985177
7F243805,7D2F642F,0.9877771
7D5ECFAE,7D2F642F,0.0069979974
1014939D,16CB0214,0.013003526
80EABD09,16CB0214,0.11552146
10E441E8,16CB0214,0.6387384
3AB855B2,3AB855B2,0.14704263
3B864414,3AB855B2,0.77901936
7F9B288E,7F9B288E,0.006918506
7D4B39C8,77975DEE,0.99851793
7C005819,77975DEE,0.38759333
6FE242A9,77975DEE,0.006918506
79FD8B15,77975DEE,0.006918506
4986ADA3,77975DEE,0.006918506
7AC192F9,77975DEE,0.99851793
8620928F,77975DEE,0.0069185197
814DADD0,77975DEE,0.006918506
807ED481,77975DEE,0.006918506
7EF9C545,77975DEE,0.006918506
7E92BFA4,77975DEE,0.006918506
78E81B30,77975DEE,0.97769076
7F9A7A48,77975DEE,0.006918506
7B8B4561,77975DEE,0.006918506
78F47400,77975DEE,0.006918506
7D46C855,77975DEE,0.006918598
7D8D3765,77975DEE,0.006918506
7679535F,77975DEE,0.006918506
7930B6F7,77975DEE,0.006918506
7694AD01,77975DEE,0.006918506
838C3AFC,77975DEE,0.08270574
7F9348CB,77975DEE,0.0070647686
75FC0E87,77975DEE,0.9180996
8124082E,77975DEE,0.006918506
809BCA12,77975DEE,0.00691851
7CA08518,77975DEE,0.9776399
7D8340F4,77975DEE,0.006918506
7EE14F66,77975DEE,0.0417576
7D7B3CFA,77975DEE,0.006918506
7EA6D931,77975DEE,0.07561332
80383068,77975DEE,0.006918506
78B2AD0C,77975DEE,0.52995795
77975DEE,77975DEE,0.08270574
8123952F,77975DEE,0.08270574
8388B169,77975DEE,0.668665
7F870E92,7F870E92,0.97753656
527F5A19,7F870E92,0.7755299
7F228223,7F870E92,0.986751
7C759174,7F870E92,0.4050028
77F15676,77F15676,0.9181302
7E624D15,7F299E14,0.97769076
7EC92F09,7F299E14,0.9182295
826A3ED6,7F299E14,0.006918506
11ADB0FB,7F299E14,0.58152926
7F299E14,7F299E14,0.4050028
811DEA83,811DEA83,0.060772598
53003B3A,811DEA83,0.46369463
7B9D1C9E,805D3617,0.11089903
138A0A20,0EA0CA30,0.97769076
8150298F,D1DDA073,0.97771925
7E255998,D1DDA073,0.9039501
841DBD93,075004B4,0.7947976
075004B4,075004B4,0.7483981
7E41EC2F,7E41EC2F,0.9571821
6DB901F5,7E41EC2F,0.4050028
85B82BA6,85B82BA6,0.3616107
7DA974B0,70DDB32A,0.04090434
86355A35,27BD6319,0.97769076
06029B38,27BD6319,0.008663498
82589523,27BD6319,0.9301121
10D85B6F,7E934A3D,0.006918939
7FE24E1B,7E934A3D,0.0069188606
7ADA5746,7E934A3D,0.8943297
7F3FC1C6,7E934A3D,0.97769076
6FE7B0E6,7E934A3D,0.9970298
84A46648,7E934A3D,0.930146
29E25E5E,7E934A3D,0.930146
7CF00DC4,7E934A3D,0.043690644
7B8CC8AB,792D0147,0.83046794
792D0147,792D0147,0.7483981
7F4F1181,7F4F1181,0.9776909
26718725,7F4F1181,0.61388177
812C4A7E,7F55C139,0.006918506
75CEA684,812EC64E,0.006918513
84E1124A,812EC64E,0.006918506
7F7DA308,812EC64E,0.08270574
7DDD8A1E,812EC64E,0.006918506
76E2F831,812EC64E,0.006918506
8257C838,812EC64E,0.006918506
651E7837,812EC64E,0.006918506
5BE13004,812EC64E,0.08270574
7F997A0A,812EC64E,0.97769076
7839D9D5,812EC64E,0.3876286
7E8A41E0,812EC64E,0.006918506
0866A209,812EC64E,0.9777002
76F2981E,812EC64E,0.006918506
7D102242,812EC64E,0.006918506
8549CC2B,812EC64E,0.006918506
7D596C91,812EC64E,0.3876286
80445CA9,812EC64E,0.006918506
82CAC890,812EC64E,0.08271085
7EC21BC5,812EC64E,0.3876286
7914675F,812EC64E,0.3876286
7846CEC3,812EC64E,0.006918506
7E060E76,812EC64E,0.006918506
772E8089,812EC64E,0.08270574
27F7E132,812EC64E,0.006918506
788AD2F2,812EC64E,0.08270574
06735E0C,812EC64E,0.006918506
80FBA934,812EC64E,0.9985178
7680C1FB,812EC64E,0.07438639
7E0A4A43,812EC64E,0.006918506
7D0E7A07,812EC64E,0.006918506
749141DC,812EC64E,0.97769076
804E2763,812EC64E,0.9180996
7285AB76,812EC64E,0.006918523
7DE7A469,812EC64E,0.006918506
5FAE3F77,812EC64E,0.0069185714
76DFD7DB,812EC64E,0.08279951
832D1F68,812EC64E,0.0069185332
7F5276ED,812EC64E,0.006918506
7C88BDA4,812EC64E,0.00691985
80F50B22,812EC64E,0.3876286
7E711CEE,812EC64E,0.99851507
0D126981,812EC64E,0.006918506
7DB47DC8,812EC64E,0.3876279
7F5CE1B3,812EC64E,0.97769076
3F26BBF4,812EC64E,0.97769356
0DA1B46F,812EC64E,0.47774568
810BE454,812EC64E,0.9776903
84882E83,812EC64E,0.91883814
8093552A,812EC64E,0.14023651
28E780BD,812EC64E,0.006918506
85512916,812EC64E,0.0074036866
8076C79D,812EC64E,0.08692645
7E2508D1,812EC64E,0.006918506
7FD2918B,812EC64E,0.006918506
7982CCD8,812EC64E,0.3876286
80C2917F,812EC64E,0.9181091
01FE7073,812EC64E,0.006918506
81017AFE,812EC64E,0.006918506
857B51A6,812EC64E,0.006918506
86348D52,812EC64E,0.036228478
7953C5D4,812EC64E,0.91818583
7DEA31AB,812EC64E,0.97769076
779A46FD,812EC64E,0.006918506
7F484BA4,812EC64E,0.006918506
7FCD5D06,812EC64E,0.7122015
0C180B56,812EC64E,0.006918506
7B92F9D8,812EC64E,0.006921725
7F122B07,812EC64E,0.006918506
7DE50787,812EC64E,0.081504874
80870A9E,812EC64E,0.08276602
85B8129B,812EC64E,0.006918506
75C3158F,812EC64E,0.006918506
